time,BE100,BE211,BE332,EL30X,EL522,EL612
2023-07-31,144.0,152.0,105.0,564.0,215.0,63.0
2023-08-07,141.0,166.0,117.0,518.0,203.0,49.0
2023-08-14,147.0,177.0,116.0,587.0,227.0,52.0
2023-08-21,162.0,157.0,106.0,699.0,255.0,62.0
2023-08-28,157.0,157.0,116.0,608.0,219.0,52.0
2023-09-04,153.0,167.0,120.0,512.0,179.0,44.0
2023-09-11,158.0,202.0,133.0,578.0,193.0,53.0
2023-09-18,147.0,165.0,133.0,547.0,200.0,62.0
2023-09-25,165.0,179.0,110.0,553.0,212.0,55.0
2023-10-02,175.0,198.0,117.0,497.0,192.0,67.0
2023-10-09,155.0,166.0,134.0,498.0,167.0,47.0
2023-10-16,175.0,178.0,103.0,539.0,205.0,66.0
2023-10-23,176.0,168.0,144.0,532.0,198.0,74.0
2023-10-30,159.0,187.0,127.0,464.0,194.0,73.0
2023-11-06,170.0,175.0,102.0,503.0,224.0,57.0
2023-11-13,185.0,206.0,114.0,490.0,213.0,70.0
2023-11-20,150.0,195.0,144.0,545.0,220.0,72.0
2023-11-27,186.0,183.0,132.0,587.0,254.0,71.0
2023-12-04,209.0,163.0,139.0,538.0,218.0,69.0
2023-12-11,199.0,206.0,146.0,655.0,269.0,69.0
2023-12-18,202.0,197.0,147.0,638.0,276.0,75.0
2023-12-25,198.0,189.0,141.0,682.0,287.0,89.0
2024-01-01,204.0,196.0,119.0,661.0,301.0,90.0
2024-01-08,172.0,201.0,157.0,665.0,284.0,70.0
2024-01-15,207.0,232.0,163.0,672.0,247.0,77.0
2024-01-22,182.0,224.0,157.0,626.0,258.0,60.0
2024-01-29,188.0,218.0,153.0,605.0,254.0,54.0
2024-02-05,170.0,213.0,130.0,642.0,251.0,65.0
2024-02-12,197.0,204.0,139.0,571.0,213.0,52.0
2024-02-19,161.0,215.0,150.0,592.0,205.0,61.0
2024-02-26,183.0,207.0,141.0,545.0,208.0,57.0
2024-03-04,197.0,182.0,121.0,542.0,173.0,50.0
2024-03-11,143.0,191.0,113.0,527.0,200.0,48.0
2024-03-18,148.0,192.0,118.0,497.0,187.0,50.0
2024-03-25,165.0,174.0,129.0,514.0,197.0,71.0
2024-04-01,185.0,205.0,137.0,508.0,203.0,48.0
2024-04-08,156.0,199.0,118.0,550.0,203.0,46.0
2024-04-15,124.0,178.0,146.0,499.0,197.0,44.0
2024-04-22,155.0,178.0,117.0,504.0,170.0,47.0
2024-04-29,140.0,192.0,127.0,495.0,204.0,69.0
2024-05-06,169.0,153.0,136.0,582.0,229.0,59.0
2024-05-13,151.0,189.0,116.0,514.0,171.0,61.0
2024-05-20,139.0,150.0,116.0,548.0,211.0,58.0
2024-05-27,143.0,162.0,109.0,492.0,201.0,61.0
2024-06-03,149.0,185.0,127.0,646.0,217.0,59.0
2024-06-10,156.0,199.0,109.0,562.0,218.0,68.0
2024-06-17,163.0,163.0,134.0,604.0,225.0,73.0
2024-06-24,189.0,198.0,123.0,577.0,208.0,55.0
2024-07-01,150.0,144.0,117.0,564.0,228.0,53.0
2024-07-08,147.0,164.0,129.0,653.0,260.0,61.0
2024-07-15,143.0,185.0,113.0,795.0,307.0,77.0
2024-07-22,151.0,185.0,123.0,706.0,251.0,62.0
2024-07-29,159.0,168.0,99.0,608.0,232.0,73.0
2024-08-05,141.0,180.0,121.0,590.0,233.0,56.0
2024-08-12,173.0,162.0,122.0,642.0,228.0,66.0
2024-08-19,161.0,184.0,105.0,595.0,224.0,64.0
2024-08-26,150.0,130.0,112.0,574.0,211.0,63.0
2024-09-02,126.0,195.0,117.0,570.0,226.0,64.0
2024-09-09,154.0,167.0,124.0,543.0,203.0,57.0
2024-09-16,152.0,177.0,119.0,518.0,189.0,63.0
2024-09-23,181.0,182.0,127.0,559.0,207.0,53.0
2024-09-30,152.0,182.0,121.0,528.0,215.0,64.0
2024-10-07,159.0,171.0,147.0,524.0,214.0,57.0
2024-10-14,160.0,193.0,130.0,484.0,189.0,63.0
2024-10-21,171.0,159.0,119.0,541.0,208.0,54.0
2024-10-28,138.0,182.0,120.0,556.0,209.0,61.0
2024-11-04,161.0,172.0,128.0,537.0,223.0,67.0
2024-11-11,159.0,182.0,124.0,579.0,228.0,81.0
2024-11-18,175.0,175.0,125.0,522.0,229.0,63.0
2024-11-25,165.0,201.0,125.0,594.0,230.0,64.0
2024-12-02,187.0,193.0,130.0,626.0,248.0,64.0
2024-12-09,183.0,202.0,143.0,578.0,219.0,70.0
2024-12-16,183.0,212.0,159.0,587.0,218.0,56.0
2024-12-23,205.0,198.0,150.0,619.0,220.0,61.0
2024-12-30,201.0,208.0,185.0,632.0,247.0,69.0
